[4/15/23 12:03AM] Sender: Alex, Message: Also, do ::ref walkchaos and ::totem for a buff	
[4/15/23 12:04AM] Sender: Nick, Message: Awesome!	
[4/19/23 01:46PM] Sender: Onlyfans, Message: There was a issue with pos guy today. its being fixed	
[4/19/23 01:47PM] Sender: Greensleeve, Message: F	
[4/19/23 01:47PM] Sender: Onlyfans, Message: For right now only ::pos	
[4/19/23 01:47PM] Sender: Greensleeve, Message: Someone sell me coll neck	
[4/19/23 01:47PM] Sender: Onlyfans, Message: Soon it will be back they're working hard on it	
[4/19/23 01:47PM] Sender: God, Message: Tyvm :p	
[4/19/23 01:47PM] Sender: Greensleeve, Message: U need 50 rank guy	
[4/19/23 01:47PM] Sender: Kingrock, Message: Ctrl p works	
[4/19/23 01:47PM] Sender: Nobledefeat, Message: Huge sale in my pos!	
[4/19/23 01:47PM] Sender: Greensleeve, Message: Nope :(	
[4/19/23 01:47PM] Sender: Juust, Message: Selling 55$	
[4/19/23 01:47PM] Sender: Greensleeve, Message: Buy coll neck quick	
[4/19/23 01:47PM] Sender: Kingrock, Message: I only use ctrl p honestly	
[4/19/23 01:47PM] Sender: Elven, Message: Buying aoe weapon	
[4/19/23 01:48PM] Sender: Juust, Message: Selling 50$	
[4/19/23 01:48PM] Sender: Nobledefeat, Message: Huge sale in my pos	
[4/19/23 01:49PM] Sender: Cookie, Message: Oh wow first non guaranteed drop	
[4/19/23 01:49PM] Sender: Cookie, Message: And ofc crap perk #rigged	
[4/19/23 01:50PM] Sender: Rho, Message: What is my next step after col neck?	
[4/19/23 01:50PM] Sender: Sad, Message: Zones	
[4/19/23 01:50PM] Sender: Rho, Message: What are zones?	
[4/19/23 01:50PM] Sender: Sad, Message: Tarn tab, monsters	
[4/19/23 01:50PM] Sender: Sad, Message: Go down the list	
[4/19/23 01:50PM] Sender: Rho, Message: Ty	
[4/19/23 01:50PM] Sender: Sad, Message: I lied	
[4/19/23 01:50PM] Sender: Sad, Message: Teleport tab	
[4/19/23 01:50PM] Sender: Sad, Message: Then go down the list	
[4/19/23 01:50PM] Sender: Coco, Message: Does lvls go up to 120?	
[4/19/23 01:50PM] Sender: Sad, Message: Yes coco	
[4/19/23 01:50PM] Sender: Suh, Message: Yes	
[4/19/23 01:51PM] Sender: Coco, Message: Pc triple kc?	
[4/19/23 01:51PM] Sender: Suh, Message: Not sure	
[4/19/23 01:51PM] Sender: A fatality, Message: Ive sold a couple 500k ea	
[4/19/23 01:51PM] Sender: Rasengan, Message: Pc 2x kc	
[4/19/23 01:51PM] Sender: Juust, Message: Buying votes 20k ea	
[4/19/23 01:52PM] Sender: Im a potato, Message: Think 2x kc is like 200k	
[4/19/23 01:52PM] Sender: Im a potato, Message: 3x is 500	
[4/19/23 01:52PM] Sender: Juust, Message: Buying votes 20k ea at home	
[4/19/23 01:52PM] Sender: Rasengan, Message: If someone selling ill buy	
[4/19/23 01:52PM] Sender: Greensleeve, Message: How do ya turn off loot messages	
[4/19/23 01:52PM] Sender: Sad, Message:  ::dropoff	
[4/19/23 01:52PM] Sender: Gim k0000, Message: By kissing me	
[4/19/23 01:52PM] Sender: Greensleeve, Message: Ty	
[4/19/23 01:53PM] Sender: Juust, Message: Buying votes 20k each at home	
[4/19/23 01:53PM] Sender: Bokzty, Message: How do i get a rank jeeeez	
[4/19/23 01:53PM] Sender: Voki, Message: World bosses	
[4/19/23 01:53PM] Sender: Voki, Message: Bonds	
[4/19/23 01:53PM] Sender: Suh, Message: Revenant collection log	
[4/19/23 01:53PM] Sender: A fatality, Message: Uhh sure haven't done it before so idk how much i need to wear	
[4/19/23 01:53PM] Sender: Greensleeve, Message: Do weps drop with the random effects or is it only from boxes?	
[4/19/23 01:54PM] Sender: Im a potato, Message: Drops from bosses have effects	
[4/19/23 01:54PM] Sender: Suh, Message: They drop with random effects	
[4/19/23 01:54PM] Sender: Onlyfans, Message: All t26 + weapons have chanche for aoe	
[4/19/23 01:54PM] Sender: Greensleeve, Message: Cool	
[4/19/23 01:54PM] Sender: Suh, Message: Or rather, they can drop with random effects	
[4/19/23 01:54PM] Sender: Greensleeve, Message: T26 what mob is that	
[4/19/23 01:54PM] Sender: Onlyfans, Message: First boss	
[4/19/23 01:54PM] Sender: Onlyfans, Message: )	
[4/19/23 01:54PM] Sender: Greensleeve, Message: Oic	
[4/19/23 01:54PM] Sender: Asylum, Message: Pc coll neck?	
[4/19/23 01:54PM] Sender: Onlyfans, Message: 50k	
[4/19/23 01:55PM] Sender: Onlyfans, Message: Maybe more	
[4/19/23 01:55PM] Sender: Onlyfans, Message: Im not so sure anymore at this point lol	
[4/19/23 01:55PM] Sender: Onlyfans, Message: I guesse whatever someone is willingto pay for it :d	
[4/19/23 01:55PM] Sender: Cookie, Message: Where are the perks man xd	
[4/19/23 01:55PM] Sender: Asylum, Message: Gotcha	
[4/19/23 01:55PM] Sender: Im a potato, Message: What perks	
[4/19/23 01:55PM] Sender: Cookie, Message: Any lol	
[4/19/23 01:55PM] Sender: Ardijan, Message:  what is the best ref code	
[4/19/23 01:55PM] Sender: Nobledefeat, Message: Huge sale in my pos!	
[4/19/23 01:55PM] Sender: Zshana, Message: Biggest sale in game my pos	
[4/19/23 01:55PM] Sender: Coke, Message: Can we get dissolve on pts	
[4/19/23 01:55PM] Sender: Im a potato, Message: Ive only had 2 perk drops out of like 10+	
[4/19/23 01:55PM] Sender: Coke, Message: Pets	
[4/19/23 01:56PM] Sender: Ardijan, Message:  best referral code guys	
[4/19/23 01:56PM] Sender: Onlyfans, Message: ::ref fpk merk	
[4/19/23 01:56PM] Sender: Cookie, Message: All of them the same	
[4/19/23 01:56PM] Sender: Ardijan, Message:  ah okay ty	
[4/19/23 01:56PM] Sender: Xcrystalx, Message: Why cant i use pos, im at home where it is but cant use it 	
[4/19/23 01:57PM] Sender: Onlyfans, Message: Disabled for a short time , under construction due to bug	
[4/19/23 01:57PM] Sender: Unique, Message: Whats good to buy from slayer shop as starter?	
[4/19/23 01:57PM] Sender: Onlyfans, Message: Once u reach $50 donor u can do ::pos 	
[4/19/23 01:57PM] Sender: Juust, Message: Selling 75$	
[4/19/23 01:57PM] Sender: Xcrystalx, Message: Okey, i need to buy colletors neckles	
[4/19/23 01:57PM] Sender: Xcrystalx, Message: Neckless	
[4/19/23 01:57PM] Sender: Dwightshrute, Message: Ring is cheaper	
[4/19/23 01:57PM] Sender: Voki, Message: Go kill the ziquiz log	
[4/19/23 01:57PM] Sender: Greensleeve, Message: Botyh cheap tbh	
[4/19/23 01:58PM] Sender: Onlyfans, Message: Zinq collection log completion gives a free collector necklace.	
[4/19/23 01:58PM] Sender: Greensleeve, Message: Instances cost cash on here or is there ticks for it	
[4/19/23 01:58PM] Sender: Ardijan, Message:  what max stat evel	
[4/19/23 01:58PM] Sender: Jetfire, Message: Is there a dissolve all command?	
[4/19/23 01:58PM] Sender: Cookie, Message: 120	
[4/19/23 01:58PM] Sender: Zshana, Message: Costs red ticks	
[4/19/23 01:58PM] Sender: Zshana, Message: 10k	
[4/19/23 01:59PM] Sender: Greensleeve, Message: 10k for anything?	
[4/19/23 01:59PM] Sender: Greensleeve, Message: Thats pg	
[4/19/23 01:59PM] Sender: Juust, Message: Buying x2 abd x3 kc 250k abd 450k	
[4/19/23 01:59PM] Sender: Swavvy, Message: Is there a ref code?	
[4/19/23 01:59PM] Sender: Ardijan, Message:  where can i train	
[4/19/23 01:59PM] Sender: Juust, Message: Also selling 75$	
[4/19/23 01:59PM] Sender: Onlyfans, Message: And the higher ur donor rank the more npc's u get in instance.	
[4/19/23 01:59PM] Sender: Onlyfans, Message: ::ref fpk merk	
[4/19/23 01:59PM] Sender: Onlyfans, Message: ::train	
[4/19/23 01:59PM] Sender: Asylum, Message: Trading 3 votes for coll neck	
[4/19/23 01:59PM] Sender: 5thonovember, Message: Pos still messed up?	
[4/19/23 01:59PM] Sender: Onlyfans, Message: ::pos only for now.	
[4/19/23 01:59PM] Sender: Greensleeve, Message: Yup..	
[4/19/23 01:59PM] Sender: Fissker, Message:  how to got any coll item? :)	
[4/19/23 02:00PM] Sender: Suh, Message: Zinqrux coll log	
[4/19/23 02:00PM] Sender: Onlyfans, Message: Complete the zinq collection log	
[4/19/23 02:00PM] Sender: Vaasje, Message: 75 slayerzzzz	
[4/19/23 02:00PM] Sender: Greensleeve, Message: Only we cant use ::pos lol	
[4/19/23 02:00PM] Sender: Onlyfans, Message: Pog	
[4/19/23 02:00PM] Sender: Greensleeve, Message: Cant u read	
[4/19/23 02:00PM] Sender: Onlyfans, Message: I can read, can you?	
[4/19/23 02:00PM] Sender: Juust, Message: Selling 75$	
[4/19/23 02:00PM] Sender: Greensleeve, Message: No shit	
[4/19/23 02:00PM] Sender: Fissker, Message:  ok ty	
[4/19/23 02:00PM] Sender: Greensleeve, Message: Im replying	
[4/19/23 02:00PM] Sender: Onlyfans, Message: Its disabled for now, due to it being under construction.	
[4/19/23 02:01PM] Sender: Coco, Message: Pc vote scrolls?	
[4/19/23 02:01PM] Sender: Onlyfans, Message: 20k each	
[4/19/23 02:02PM] Sender: Unique, Message: Whats a good thing to buy from slayer shop as starter?	
[4/19/23 02:02PM] Sender: Juust, Message: Selling 75$ and also buying x2 x3 kc 	
[4/19/23 02:02PM] Sender: Onlyfans, Message: Juust	
[4/19/23 02:02PM] Sender: Onlyfans, Message: 3x kc doesnt stack togheter	
[4/19/23 02:02PM] Sender: Juust, Message: Yo	
[4/19/23 02:02PM] Sender: Onlyfans, Message: Only 3x and 2x can be stacked once	
[4/19/23 02:02PM] Sender: Juust, Message: Oh yeah i meaned that xd	
[4/19/23 02:02PM] Sender: Onlyfans, Message: Ah haha ok i see i was confused xd	
[4/19/23 02:03PM] Sender: Ardijan, Message:  is this a server wher i have to kill 200k npc to be able to kill something els	
[4/19/23 02:03PM] Sender: Cookie, Message: Pretty much	
[4/19/23 02:03PM] Sender: Inherited, Message: Naa can grind slayer	
[4/19/23 02:03PM] Sender: Onlyfans, Message: No	
[4/19/23 02:03PM] Sender: Inherited, Message: 90 slayer is boss slayer 	
[4/19/23 02:03PM] Sender: Inherited, Message: Thats what i do ;d	
[4/19/23 02:03PM] Sender: Onlyfans, Message: The kc requirements are very low and there are x3 and x2 kc perks.	
[4/19/23 02:03PM] Sender: Cookie, Message: Gl getting aoe tho lol	
[4/19/23 02:04PM] Sender: Onlyfans, Message: Perk*	
[4/19/23 02:04PM] Sender: Onlyfans, Message: Aoe is very end game and ultra rare item.	
[4/19/23 02:04PM] Sender: Mana, Message: Dr also seems hard to get also	
[4/19/23 02:04PM] Sender: Cookie, Message: That shit aint workin	
[4/19/23 02:05PM] Sender: Juust, Message: Selling 75$	
[4/19/23 02:05PM] Sender: Onlyfans, Message: Dr works	
[4/19/23 02:05PM] Sender: Onlyfans, Message: I have 1900% dr haha.	
[4/19/23 02:05PM] Sender: Cookie, Message: Exactly..	
[4/19/23 02:05PM] Sender: Wizzy, Message: I have 40%	
[4/19/23 02:05PM] Sender: Wizzy, Message: Ihy79gt7igi74ghe48hge4	
[4/19/23 02:05PM] Sender: Mana, Message: Like i got oc cape but idk how to get even get the attactment to upgrade it 	
[4/19/23 02:05PM] Sender: Onlyfans, Message: Once again u need to unlock higher tier content	
[4/19/23 02:05PM] Sender: Sad, Message: 160 here	
[4/19/23 02:05PM] Sender: Mana, Message: 90 here	
[4/19/23 02:05PM] Sender: Onlyfans, Message: Once u get to higher bosses u will get alot more fast	
[4/19/23 02:05PM] Sender: Onlyfans, Message: Also here is a golden advice:	
[4/19/23 02:05PM] Sender: Veteran, Message: Is ther any beginner guide yet?	
[4/19/23 02:06PM] Sender: Mana, Message: Im at mutant hydra atm	
[4/19/23 02:06PM] Sender: Inherited, Message: Like 3k kc needed for a drop tho xd	
[4/19/23 02:06PM] Sender: Onlyfans, Message: Save ur 200 donor points to buy ' 100% dr enchantment'	
[4/19/23 02:06PM] Sender: Aaron, Message: Selling collectors necklace	
[4/19/23 02:06PM] Sender: Onlyfans, Message: Its very good	
[4/19/23 02:06PM] Sender: Mana, Message: Is that 100% dr on a item or?	
[4/19/23 02:06PM] Sender: Onlyfans, Message: No u keep it in ur invy	
[4/19/23 02:06PM] Sender: Onlyfans, Message: Its a scroll	
[4/19/23 02:06PM] Sender: Aaron, Message: Come home	
[4/19/23 02:06PM] Sender: Mana, Message: Ah	
[4/19/23 02:06PM] Sender: Onlyfans, Message: If u get it early it will boost ur early drop rates	
[4/19/23 02:06PM] Sender: Onlyfans, Message: Very good item	
[4/19/23 02:06PM] Sender: Ardijan, Message:  does people gamble?	
[4/19/23 02:06PM] Sender: Mana, Message: Also 20k slayer points for t3 aura seem so long to get	
[4/19/23 02:06PM] Sender: Onlyfans, Message: Yes u can buy boxes and gamble to get more back then what u paid	
[4/19/23 02:07PM] Sender: Juust, Message: Selling 75$	
[4/19/23 02:07PM] Sender: Onlyfans, Message: Then what u paid for it*	
[4/19/23 02:07PM] Sender: Zshana, Message: Mana theres t6 auras for 500k in pos	
[4/19/23 02:07PM] Sender: Im a potato, Message: What does t6 aura even do	
[4/19/23 02:07PM] Sender: Aaron, Message: Price on collec neck?	
[4/19/23 02:07PM] Sender: Zshana, Message: Dr and ddr and lil dmg	
[4/19/23 02:07PM] Sender: Ardijan, Message:  so u dont gamble against people?	
[4/19/23 02:07PM] Sender: Mana, Message: Thats a good price for t6 right?	
[4/19/23 02:07PM] Sender: Onlyfans, Message: Increases max hit, 20% drop rate and double drop rate	
[4/19/23 02:07PM] Sender: Onlyfans, Message: No	
[4/19/23 02:07PM] Sender: Im a potato, Message: Hm dr for a t6?	
[4/19/23 02:07PM] Sender: Juust, Message: Selling 75$	
[4/19/23 02:07PM] Sender: Onlyfans, Message: T6 aura is like 250k	
[4/19/23 02:07PM] Sender: Sad, Message: I paid 250k for t6 aura	
[4/19/23 02:07PM] Sender: Mana, Message: Ah ok ill wait	
[4/19/23 02:08PM] Sender: Mana, Message: I gotta be careful with my money since its still hard to get it	
[4/19/23 02:08PM] Sender: Aaron, Message: Collec neck price?	
[4/19/23 02:08PM] Sender: F e, Message: Whats lowest nps for 2kc drop chance?	
[4/19/23 02:08PM] Sender: Mana, Message: Mainly from vote scoll/1$ is my money income	
[4/19/23 02:08PM] Sender: Wizzy, Message: Noble hear me out	
[4/19/23 02:08PM] Sender: Juust, Message: Selling 75$	
[4/19/23 02:09PM] Sender: Onlyfans, Message: Fe any npc can drop it	
[4/19/23 02:09PM] Sender: Onlyfans, Message: Its a blue perk i think	
[4/19/23 02:09PM] Sender: Inherited, Message: Gz on elite ;o	
[4/19/23 02:09PM] Sender: Juust, Message: Selling 75$	
[4/19/23 02:09PM] Sender: Onlyfans, Message: Yoooo	
[4/19/23 02:09PM] Sender: Onlyfans, Message: Hugeee	
[4/19/23 02:09PM] Sender: Ardijan, Message:  how much is aoe weapons	
[4/19/23 02:09PM] Sender: Cookie, Message: Nope its legendary+	
[4/19/23 02:09PM] Sender: Inherited, Message: Xdddd	
[4/19/23 02:09PM] Sender: Inherited, Message: U just noticed it lmao	
[4/19/23 02:09PM] Sender: Cookie, Message: Sobosses+	
[4/19/23 02:10PM] Sender: Bryce, Message: Can you stack 100% dr enchants 	
[4/19/23 02:10PM] Sender: Niels, Message: No	
[4/19/23 02:10PM] Sender: Kingrock, Message: You can stack 1 percent tickets	
[4/19/23 02:10PM] Sender: Bryce, Message: How man 1% tickets can you have	
[4/19/23 02:11PM] Sender: Onlyfans, Message: As far as we know, unlimited	
[4/19/23 02:11PM] Sender: Juust, Message: Selling 75$	
[4/19/23 02:11PM] Sender: Greensleeve, Message: Pc innames	
[4/19/23 02:11PM] Sender: Onlyfans, Message: Expensive bro	
[4/19/23 02:12PM] Sender: Onlyfans, Message: 100$ can ask ez 100m	
[4/19/23 02:12PM] Sender: Olliv1125, Message: Gl	
[4/19/23 02:12PM] Sender: Olliv1125, Message: Gl	
[4/19/23 02:12PM] Sender: Olliv1125, Message: Gl	
[4/19/23 02:12PM] Sender: Olliv1125, Message: Gl	
[4/19/23 02:12PM] Sender: Greensleeve, Message: 100m even a lot?	
[4/19/23 02:12PM] Sender: Olliv1125, Message: Gl	
[4/19/23 02:12PM] Sender: Onlyfans, Message: Gl	
[4/19/23 02:12PM] Sender: Greensleeve, Message: Seems like a bit	
[4/19/23 02:12PM] Sender: Djnj, Message: Gl	
[4/19/23 02:13PM] Sender: Wizzy, Message: Whos tryna buy these cape bags	
[4/19/23 02:13PM] Sender: Sad, Message: Globals@@@	
[4/19/23 02:13PM] Sender: Wizzy, Message: Shana buy these	
[4/19/23 02:13PM] Sender: Zshana, Message: Pos it	
[4/19/23 02:13PM] Sender: Veteran, Message: Any promot code for donation?	
[4/19/23 02:14PM] Sender: Ronnie v2, Message: Hows is everyone damn rich lol	
[4/19/23 02:14PM] Sender: Zshana, Message: They sell their scrolls lol	
[4/19/23 02:14PM] Sender: Zshana, Message: They too expensive atm xd..	
[4/19/23 02:14PM] Sender: Zshana, Message: U get them so ez and 1$ is 50k like wat	
[4/19/23 02:14PM] Sender: Ronnie v2, Message: Lol	
[4/19/23 02:14PM] Sender: Greensleeve, Message: Which scrolls?	
[4/19/23 02:14PM] Sender: Greensleeve, Message: O nvm	
[4/19/23 02:15PM] Sender: Kingrock, Message: So many, but so many people need them	
[4/19/23 02:15PM] Sender: Onlyfans, Message: Selling t6 aura 200k	
[4/19/23 02:15PM] Sender: Onlyfans, Message: Selling t2 aura 200k in my pos	
[4/19/23 02:15PM] Sender: Jackal, Message:  i need x2 kc :(	
[4/19/23 02:15PM] Sender: Inherited, Message: T6 aura is nice af	
[4/19/23 02:15PM] Sender: Inherited, Message: 35 dr and 25 ddr	
[4/19/23 02:15PM] Sender: Mana, Message: Ill buy one for 250k 	
[4/19/23 02:15PM] Sender: Onlyfans, Message: In my shop mana	
[4/19/23 02:15PM] Sender: Onlyfans, Message: Fast	
[4/19/23 02:16PM] Sender: Onlyfans, Message: Its sold	
[4/19/23 02:16PM] Sender: Onlyfans, Message: :(	
[4/19/23 02:16PM] Sender: Mana, Message: Someone beat me :(	
[4/19/23 02:16PM] Sender: Cookie, Message: Cheaters.	
[4/19/23 02:16PM] Sender: Pork belly, Message:  hm are aoe weps	
[4/19/23 02:16PM] Sender: Ronnie v2, Message: How u guys make cash lmao	
[4/19/23 02:16PM] Sender: Cheech, Message: Inj packets	
[4/19/23 02:16PM] Sender: Rasengan, Message: Strip tease via skype webcanm	
[4/19/23 02:16PM] Sender: Onlyfans, Message: Selling 3x3 aoe 15m	
[4/19/23 02:16PM] Sender: Wizzy, Message: Ill buy for 5k	
[4/19/23 02:16PM] Sender: Onlyfans, Message: Selling 3x3 aoe 15m	
[4/19/23 02:16PM] Sender: Ronnie v2, Message: Xd	
[4/19/23 02:17PM] Sender: Cookie, Message: 11 votes away	
[4/19/23 02:17PM] Sender: Im a potato, Message: Fans lemme show offer for it at home? xd	
[4/19/23 02:17PM] Sender: Wizzy, Message: Onlyfans you tryna buy my bonds errrrr wha	
[4/19/23 02:17PM] Sender: Onlyfans, Message: Yh sure	
[4/19/23 02:17PM] Sender: Ronnie v2, Message: Wv	
[4/19/23 02:17PM] Sender: Ronnie v2, Message: Wb	
[4/19/23 02:17PM] Sender: Onlyfans, Message: Taking offers aoe ::home	
[4/19/23 02:18PM] Sender: Ronnie v2, Message: How u guys get scrolls	
[4/19/23 02:18PM] Sender: Sad, Message: Globals	
[4/19/23 02:18PM] Sender: A fatality, Message: Bonds are 40k/$1	
[4/19/23 02:18PM] Sender: Juust, Message: Selling 50$	
[4/19/23 02:18PM] Sender: Ppoopoo, Message: What in the fuck is smoo	
[4/19/23 02:18PM] Sender: Juust, Message: Selling 50$	
[4/19/23 02:18PM] Sender: Onlyfans, Message: Selling aoe 3x3 15m in pos	
[4/19/23 02:18PM] Sender: Xcrystalx, Message:  how many bonds can i get for 25m 	
[4/19/23 02:19PM] Sender: Sad, Message: 25m/40k	
[4/19/23 02:19PM] Sender: Ronnie v2, Message: Do u guys dissolve or nah?	
[4/19/23 02:19PM] Sender: Inherited, Message: Selling buu helm 6.5m	
[4/19/23 02:19PM] Sender: Xcrystalx, Message: Buying bonds for 25m 	
[4/19/23 02:20PM] Sender: Cookie, Message: 5 votes lgo	
[4/19/23 02:20PM] Sender: Mana, Message: What type of bond crysta;?	
[4/19/23 02:21PM] Sender: Wizzy, Message: Selling $85	
[4/19/23 02:21PM] Sender: Inherited, Message: Massive sale at home 15m+	
[4/19/23 02:21PM] Sender: Cookie, Message: Ty	
[4/19/23 02:21PM] Sender: Juust, Message: Pc soldier sword?	
[4/19/23 02:21PM] Sender: Cookie, Message: Gl	
[4/19/23 02:23PM] Sender: Juust, Message: How much is soldier sword	
[4/19/23 02:23PM] Sender: Cookie, Message: 5 votes till boss	
[4/19/23 02:23PM] Sender: Cookie, Message: Go go go	
[4/19/23 02:23PM] Sender: Jackal, Message:  wondering if i should do slayer instead of zones xd	
[4/19/23 02:23PM] Sender: Ronnie v2, Message: Is slayer worth doing?	
[4/19/23 02:23PM] Sender: 1 3, Message: Do pos not work	
[4/19/23 02:23PM] Sender: 1 3, Message: Wont let me open	
[4/19/23 02:23PM] Sender: Sad, Message: Not atm, theyre working on it @ 1 3	
[4/19/23 02:24PM] Sender: Swavvy, Message: How do i know how many kills i have on a specific npc?	
[4/19/23 02:24PM] Sender: Sad, Message: Examine it	
[4/19/23 02:24PM] Sender: Im a potato, Message: ::kills	
[4/19/23 02:24PM] Sender: Cookie, Message: ::kills	
[4/19/23 02:24PM] Sender: Divine, Message: Can you instance more then 75	
[4/19/23 02:24PM] Sender: Inherited, Message: Sale at home 15-20m	
[4/19/23 02:24PM] Sender: Arab, Message: Sell 80$	
[4/19/23 02:24PM] Sender: Zshana, Message: Need higher rank divine	
[4/19/23 02:24PM] Sender: Suh, Message: Instance kc based on donator rank	
